ip_block,owner
150.222.133.0/24,AWS - ap-northeast-1 AMAZON
3.4.12.32/32,AWS - sa-east-1 AMAZON
15.221.148.0/23,AWS - us-west-2 AMAZON
15.230.193.0/24,AWS - us-east-1 AMAZON
18.96.64.0/19,AWS - sa-east-1 AMAZON
18.229.0.0/16,AWS - sa-east-1 AMAZON
35.50.208.0/24,AWS - me-south-1 AMAZON
52.93.127.174/32,AWS - ap-northeast-1 AMAZON
52.93.127.238/32,AWS - eu-central-1 AMAZON
52.93.178.182/32,AWS - us-west-1 AMAZON
52.94.68.0/24,AWS - us-east-1 AMAZON
52.95.192.0/20,AWS - ap-northeast-2 AMAZON
52.144.230.204/31,AWS - ap-southeast-1 AMAZON
52.219.195.0/24,AWS - ap-northeast-1 AMAZON
54.219.0.0/16,AWS - us-west-1 AMAZON
56.48.0.0/16,AWS - eu-west-1 AMAZON
150.222.152.36/32,AWS - eu-central-1 AMAZON
150.222.160.36/32,AWS - eu-west-1 AMAZON
3.32.0.0/16,AWS - us-gov-west-1 AMAZON
5.60.48.0/22,AWS - us-east-1 AMAZON
13.193.0.0/16,AWS - ap-northeast-1 AMAZON
15.230.0.6/31,AWS - sa-east-1 AMAZON
15.230.15.160/31,AWS - eu-central-1 AMAZON
15.230.216.12/31,AWS - us-east-1 AMAZON
35.182.0.0/15,AWS - ca-central-1 AMAZON
52.93.122.255/32,AWS - us-west-1 AMAZON
52.93.246.218/31,AWS - us-west-2 AMAZON
54.230.192.0/21,AWS - GLOBAL AMAZON
63.180.0.0/14,AWS - eu-central-1 AMAZON
70.232.124.0/22,AWS - eu-west-1 AMAZON
99.77.191.0/24,AWS - us-east-1 AMAZON
150.222.44.0/27,AWS - eu-west-1 AMAZON
150.222.211.0/24,AWS - us-east-1 AMAZON
3.5.72.0/23,AWS - eu-west-1 AMAZON
13.152.0.0/16,AWS - me-south-1 AMAZON
13.250.0.0/15,AWS - ap-southeast-1 AMAZON
15.230.15.168/31,AWS - eu-central-1 AMAZON
15.230.39.104/31,AWS - us-east-2 AMAZON
18.96.128.0/19,AWS - us-west-1 AMAZON
44.192.0.0/11,AWS - us-east-1 AMAZON
52.93.127.17/32,AWS - eu-west-3 AMAZON
52.93.127.99/32,AWS - cn-northwest-1 AMAZON
52.95.166.0/23,AWS - ap-southeast-4 AMAZON
52.144.216.2/31,AWS - eu-north-1 AMAZON
150.222.39.192/26,AWS - eu-west-3 AMAZON
216.39.160.0/21,AWS - ap-northeast-1 AMAZON
3.4.12.6/32,AWS - us-east-1 AMAZON
3.4.12.51/32,AWS - eu-central-1 AMAZON
15.230.15.200/31,AWS - eu-central-1 AMAZON
15.230.39.136/31,AWS - us-east-2 AMAZON
15.230.39.226/31,AWS - us-east-2 AMAZON
15.251.0.10/32,AWS - us-east-1 AMAZON
16.12.20.0/24,AWS - eu-west-3 AMAZON
16.12.42.0/23,AWS - ap-southeast-5 AMAZON
52.93.39.0/24,AWS - eu-west-1 AMAZON
52.93.152.195/32,AWS - eu-west-2 AMAZON
52.144.215.0/31,AWS - eu-west-1 AMAZON
52.144.215.196/31,AWS - eu-north-1 AMAZON
54.240.236.78/32,AWS - eu-south-1 AMAZON
64.252.102.0/24,AWS - ap-southeast-1 AMAZON
64.252.108.0/24,AWS - ap-southeast-2 AMAZON
69.107.6.200/29,AWS - ap-northeast-3 AMAZON
87.238.80.0/21,AWS - eu-west-1 AMAZON
99.77.156.0/24,AWS - eu-west-2 AMAZON
99.77.233.0/24,AWS - ca-central-1 AMAZON
150.222.52.0/27,AWS - il-central-1 AMAZON
156.4.0.0/15,AWS - ap-southeast-5 AMAZON
3.4.9.0/24,AWS - us-east-1 AMAZON
15.230.78.64/26,AWS - ap-southeast-2 AMAZON
15.230.243.0/24,AWS - ap-southeast-1 AMAZON
18.97.64.0/20,AWS - ap-southeast-5 AMAZON
52.93.178.147/32,AWS - us-west-1 AMAZON
52.93.199.24/32,AWS - us-east-2 AMAZON
52.95.169.0/24,AWS - eu-north-1 AMAZON
54.222.0.0/19,AWS - cn-north-1 AMAZON
54.239.0.112/28,AWS - ap-southeast-2 AMAZON
54.239.8.0/21,AWS - us-east-1 AMAZON
54.240.204.0/22,AWS - ap-southeast-2 AMAZON
99.86.0.0/16,AWS - GLOBAL AMAZON
150.222.51.96/27,AWS - eu-central-2 AMAZON
150.222.152.35/32,AWS - eu-central-1 AMAZON
150.222.203.0/24,AWS - eu-north-1 AMAZON
207.171.176.0/20,AWS - us-east-1 AMAZON
15.168.0.0/16,AWS - ap-northeast-3 AMAZON
15.230.15.30/32,AWS - eu-central-1 AMAZON
15.230.32.0/24,AWS - eu-west-1 AMAZON
15.230.39.192/31,AWS - us-east-2 AMAZON
15.230.79.0/26,AWS - ca-central-1 AMAZON
15.230.96.0/24,AWS - eu-north-1 AMAZON
15.230.216.11/32,AWS - us-east-1 AMAZON
35.50.213.0/24,AWS - me-south-1 AMAZON
52.93.178.179/32,AWS - us-west-1 AMAZON
54.240.236.18/32,AWS - eu-south-1 AMAZON
99.77.138.0/24,AWS - eu-south-1 AMAZON
150.222.5.0/24,AWS - eu-central-1 AMAZON
150.222.42.64/26,AWS - eu-north-1 AMAZON
151.148.20.0/24,AWS - us-east-1 AMAZON
162.250.238.0/23,AWS - us-east-1 AMAZON
178.236.0.0/20,AWS - eu-west-1 AMAZON
3.5.152.0/21,AWS - ap-northeast-1 AMAZON
15.230.39.72/31,AWS - us-east-2 AMAZON
18.224.0.0/14,AWS - us-east-2 AMAZON
51.45.0.0/16,AWS - eu-west-3 AMAZON
52.56.0.0/16,AWS - eu-west-2 AMAZON
52.93.55.162/31,AWS - us-west-1 AMAZON
52.93.127.248/32,AWS - ap-northeast-1 AMAZON
52.93.153.149/32,AWS - eu-west-2 AMAZON
52.93.178.170/32,AWS - us-west-1 AMAZON
52.93.178.223/32,AWS - us-west-1 AMAZON
52.144.233.70/31,AWS - ap-northeast-3 AMAZON
54.240.212.0/22,AWS - us-west-1 AMAZON
54.245.0.0/16,AWS - us-west-2 AMAZON
56.113.0.0/16,AWS - ca-west-1 AMAZON
108.166.244.7/32,AWS - us-east-2 AMAZON
150.222.100.0/24,AWS - us-east-1 AMAZON
159.248.216.0/21,AWS - ap-northeast-2 AMAZON
182.30.0.0/16,AWS - us-gov-east-1 AMAZON
13.248.105.0/24,AWS - ap-south-1 AMAZON
15.230.15.150/31,AWS - eu-central-1 AMAZON
16.12.16.0/23,AWS - eu-west-2 AMAZON
16.15.192.0/18,AWS - us-east-1 AMAZON
16.57.0.0/18,AWS - ap-southeast-1 AMAZON
16.146.0.0/16,AWS - us-west-2 AMAZON
18.230.0.0/16,AWS - sa-east-1 AMAZON
40.176.0.0/15,AWS - ca-west-1 AMAZON
40.192.128.0/17,AWS - ap-south-2 AMAZON
52.58.0.0/15,AWS - eu-central-1 AMAZON
52.93.52.161/32,AWS - us-west-1 AMAZON
52.93.90.192/32,AWS - us-east-1 AMAZON
52.93.90.199/32,AWS - us-east-1 AMAZON
52.93.121.195/32,AWS - ap-northeast-1 AMAZON
52.93.127.25/32,AWS - eu-west-1 AMAZON
52.93.238.0/25,AWS - us-east-1 AMAZON
52.218.0.0/17,AWS - eu-west-1 AMAZON
104.216.0.0/15,AWS - eu-west-2 AMAZON
136.18.138.0/23,AWS - us-east-1 AMAZON
150.222.41.64/26,AWS - ap-northeast-2 AMAZON
150.222.176.0/22,AWS - us-west-2 AMAZON
13.248.0.0/20,AWS - ap-northeast-3 AMAZON
15.230.39.174/31,AWS - us-east-2 AMAZON
15.230.39.240/31,AWS - us-east-2 AMAZON
52.93.127.219/32,AWS - us-east-1 AMAZON
52.93.153.177/32,AWS - eu-west-2 AMAZON
52.93.199.106/32,AWS - us-east-2 AMAZON
52.94.152.63/32,AWS - us-east-2 AMAZON
52.95.29.0/26,AWS - us-east-2 AMAZON
52.144.228.0/31,AWS - ap-south-1 AMAZON
52.219.142.0/24,AWS - us-east-2 AMAZON
99.77.152.0/24,AWS - us-west-2 AMAZON
108.166.244.11/32,AWS - us-east-2 AMAZON
159.248.232.0/21,AWS - GLOBAL AMAZON
3.4.12.34/32,AWS - eu-central-1 AMAZON
3.131.0.0/16,AWS - us-east-2 AMAZON
15.220.80.0/20,AWS - ap-northeast-1 AMAZON
15.230.9.10/31,AWS - eu-west-2 AMAZON
15.230.15.74/31,AWS - eu-central-1 AMAZON
15.230.39.158/31,AWS - us-east-2 AMAZON
15.230.73.128/26,AWS - sa-east-1 AMAZON
35.96.7.0/24,AWS - us-west-2 AMAZON
52.93.122.202/32,AWS - sa-east-1 AMAZON
52.93.127.18/32,AWS - us-east-1 AMAZON
52.93.127.195/32,AWS - ap-southeast-1 AMAZON
52.219.0.0/20,AWS - ap-northeast-1 AMAZON
54.240.248.0/21,AWS - us-west-2 AMAZON
69.107.6.120/29,AWS - us-west-1 AMAZON
108.166.244.44/32,AWS - us-east-2 AMAZON
108.166.244.49/32,AWS - us-east-2 AMAZON
150.222.46.0/25,AWS - eu-west-2 AMAZON
150.222.103.0/24,AWS - us-east-1 AMAZON
150.222.152.97/32,AWS - eu-central-1 AMAZON
150.222.234.1/32,AWS - us-west-1 AMAZON
15.248.144.0/21,AWS - ap-southeast-6 AMAZON
52.93.148.128/26,AWS - ap-south-1 AMAZON
52.93.178.130/32,AWS - us-west-1 AMAZON
52.95.0.0/20,AWS - us-east-2 AMAZON
99.77.235.0/24,AWS - af-south-1 AMAZON
150.222.51.64/27,AWS - eu-central-2 AMAZON
150.222.234.5/32,AWS - us-west-1 AMAZON
205.251.246.0/24,AWS - us-east-1 AMAZON
3.96.0.0/15,AWS - ca-central-1 AMAZON
15.220.48.0/21,AWS - eu-central-1 AMAZON
15.230.15.8/32,AWS - eu-central-1 AMAZON
15.230.197.0/24,AWS - sa-east-1 AMAZON
40.173.0.0/16,AWS - me-central-1 AMAZON
52.93.84.197/32,AWS - us-east-1 AMAZON
52.93.127.108/32,AWS - ap-southeast-1 AMAZON
52.93.178.157/32,AWS - us-west-1 AMAZON
52.93.178.168/32,AWS - us-west-1 AMAZON
52.93.199.110/32,AWS - us-east-2 AMAZON
52.94.32.0/20,AWS - eu-west-2 AMAZON
54.216.0.0/15,AWS - eu-west-1 AMAZON
69.107.3.184/29,AWS - us-east-1 AMAZON
150.222.54.0/27,AWS - eusc-de-east-1 AMAZON
150.222.234.6/31,AWS - us-west-1 AMAZON
155.146.128.0/20,AWS - us-west-2 AMAZON
168.185.5.0/24,AWS - us-east-2 AMAZON
3.5.252.0/22,AWS - ca-central-1 AMAZON
15.220.232.0/24,AWS - ap-south-1 AMAZON
15.230.15.255/32,AWS - eu-central-1 AMAZON
23.20.0.0/14,AWS - us-east-1 AMAZON
52.46.168.0/23,AWS - us-east-1 AMAZON
52.93.91.115/32,AWS - us-east-1 AMAZON
52.93.151.0/24,AWS - sa-east-1 AMAZON
52.93.228.199/32,AWS - eu-west-2 AMAZON
52.94.248.80/28,AWS - ap-northeast-1 AMAZON
64.252.64.0/24,AWS - us-east-1 AMAZON
99.77.143.0/24,AWS - ap-southeast-1 AMAZON
104.255.59.133/32,AWS - ap-southeast-4 AMAZON
3.4.1.0/24,AWS - us-east-1 AMAZON
3.4.12.29/32,AWS - ap-northeast-1 AMAZON
13.56.0.0/16,AWS - us-west-1 AMAZON
15.220.184.0/21,AWS - us-east-1 AMAZON
15.230.39.4/31,AWS - us-east-2 AMAZON
15.230.39.30/31,AWS - us-east-2 AMAZON
15.251.0.28/32,AWS - il-central-1 AMAZON
18.184.0.0/15,AWS - eu-central-1 AMAZON
52.93.125.43/32,AWS - us-west-1 AMAZON
52.93.127.131/32,AWS - ap-south-1 AMAZON
52.93.178.185/32,AWS - us-west-1 AMAZON
54.240.236.45/32,AWS - eu-south-1 AMAZON
72.21.192.0/19,AWS - us-east-1 AMAZON
150.222.25.32/32,AWS - us-east-1 AMAZON
5.60.128.0/22,AWS - us-east-1 AMAZON
5.60.220.0/22,AWS - ap-south-1 AMAZON
15.221.152.0/24,AWS - ap-northeast-1 AMAZON
15.230.39.12/31,AWS - us-east-2 AMAZON
15.230.39.242/31,AWS - us-east-2 AMAZON
15.230.141.0/24,AWS - cn-north-1 AMAZON
15.230.162.0/24,AWS - us-east-1 AMAZON
15.230.168.0/24,AWS - us-east-1 AMAZON
15.230.251.6/32,AWS - ap-southeast-1 AMAZON
35.160.0.0/13,AWS - us-west-2 AMAZON
43.194.0.0/16,AWS - cn-northwest-1 AMAZON
52.48.0.0/14,AWS - eu-west-1 AMAZON
52.93.124.97/32,AWS - eu-west-3 AMAZON
52.94.152.11/32,AWS - us-east-1 AMAZON
52.94.198.80/28,AWS - ap-south-1 AMAZON
99.77.137.0/24,AWS - eu-north-1 AMAZON
104.255.56.23/32,AWS - us-east-1 AMAZON
150.222.24.39/32,AWS - us-east-1 AMAZON
150.222.208.0/24,AWS - af-south-1 AMAZON
5.60.64.0/22,AWS - us-east-1 AMAZON
13.32.0.0/15,AWS - GLOBAL AMAZON
13.112.0.0/14,AWS - ap-northeast-1 AMAZON
15.181.144.0/20,AWS - us-east-1 AMAZON
15.230.15.182/31,AWS - eu-central-1 AMAZON
15.230.39.66/31,AWS - us-east-2 AMAZON
15.230.89.0/24,AWS - us-west-1 AMAZON
35.71.96.0/24,AWS - ap-southeast-3 AMAZON
43.200.0.0/14,AWS - ap-northeast-2 AMAZON
52.68.0.0/15,AWS - ap-northeast-1 AMAZON
52.93.246.216/31,AWS - us-west-2 AMAZON
52.144.231.64/26,AWS - ap-southeast-1 AMAZON
54.67.0.0/16,AWS - us-west-1 AMAZON
99.82.173.0/24,AWS - ap-southeast-1 AMAZON
150.222.24.34/32,AWS - us-east-1 AMAZON
150.222.47.192/26,AWS - ap-east-1 AMAZON
208.78.135.0/24,AWS - eu-west-2 AMAZON
5.60.80.0/22,AWS - us-east-1 AMAZON
15.181.254.0/24,AWS - us-east-1 AMAZON
15.230.72.192/26,AWS - af-south-1 AMAZON
15.230.111.0/24,AWS - eu-central-1 AMAZON
18.60.0.0/15,AWS - ap-south-2 AMAZON
32.192.0.0/12,AWS - us-east-1 AMAZON
52.57.0.0/16,AWS - eu-central-1 AMAZON
52.93.126.123/32,AWS - us-east-1 AMAZON
52.94.124.0/22,AWS - us-east-1 AMAZON
52.144.211.192/31,AWS - eu-west-2 AMAZON
99.151.80.0/21,AWS - eu-central-2 AMAZON
120.253.245.128/26,AWS - GLOBAL AMAZON
150.222.98.0/24,AWS - eu-west-1 AMAZON
150.222.101.0/24,AWS - us-west-1 AMAZON
150.222.120.0/24,AWS - eu-central-1 AMAZON
151.148.16.2/32,AWS - us-west-1 AMAZON
3.4.12.23/32,AWS - ap-southeast-1 AMAZON
3.36.0.0/14,AWS - ap-northeast-2 AMAZON
13.224.0.0/14,AWS - GLOBAL AMAZON
35.71.123.0/24,AWS - ca-west-1 AMAZON
52.93.32.184/32,AWS - il-central-1 AMAZON
52.93.53.7/32,AWS - us-west-1 AMAZON
52.93.121.197/32,AWS - ap-northeast-1 AMAZON
52.93.127.24/32,AWS - eu-west-1 AMAZON
52.93.178.209/32,AWS - us-west-1 AMAZON
52.93.199.47/32,AWS - us-east-2 AMAZON
52.119.240.0/21,AWS - eu-west-1 AMAZON
54.112.0.0/18,AWS - us-east-1 AMAZON
54.116.0.0/15,AWS - ap-northeast-2 AMAZON
54.239.0.80/28,AWS - ap-northeast-1 AMAZON
54.240.216.0/22,AWS - us-east-1 AMAZON
99.82.128.0/20,AWS - me-south-1 AMAZON
99.82.166.0/24,AWS - us-east-1 AMAZON
150.222.45.64/27,AWS - me-south-1 AMAZON
150.222.234.110/31,AWS - us-west-1 AMAZON
13.248.97.0/24,AWS - eu-central-1 AMAZON
15.248.120.0/21,AWS - mx-central-1 AMAZON
18.190.0.0/16,AWS - us-east-2 AMAZON
52.82.168.0/24,AWS - cn-northwest-1 AMAZON
52.93.34.0/26,AWS - us-west-1 AMAZON
52.93.53.3/32,AWS - us-west-1 AMAZON
52.93.55.152/31,AWS - us-west-1 AMAZON
52.93.178.143/32,AWS - us-west-1 AMAZON
52.93.199.108/32,AWS - us-east-2 AMAZON
54.222.58.48/28,AWS - cn-north-1 AMAZON
56.124.128.0/17,AWS - sa-east-1 AMAZON
104.255.59.119/32,AWS - ap-northeast-2 AMAZON
136.18.2.0/24,AWS - eu-south-2 AMAZON
150.222.48.224/27,AWS - af-south-1 AMAZON
150.222.242.84/31,AWS - eu-west-3 AMAZON
155.146.0.0/20,AWS - us-east-1 AMAZON
155.146.112.0/20,AWS - us-west-2 AMAZON
162.213.232.0/24,AWS - eu-west-1 AMAZON
15.230.39.18/31,AWS - us-east-2 AMAZON
35.96.12.0/24,AWS - eu-central-1 AMAZON
52.93.91.96/32,AWS - us-east-1 AMAZON
99.151.190.0/23,AWS - us-east-1 AMAZON
104.255.59.134/32,AWS - ap-southeast-4 AMAZON
150.222.213.0/24,AWS - eu-central-1 AMAZON
5.60.56.0/22,AWS - us-east-1 AMAZON
15.197.8.0/22,AWS - GLOBAL AMAZON
15.230.39.154/31,AWS - us-east-2 AMAZON
15.230.70.192/26,AWS - eu-west-3 AMAZON
16.185.0.0/16,AWS - ap-northeast-2 AMAZON
18.98.0.0/18,AWS - us-west-2 AMAZON
35.71.72.0/22,AWS - eu-west-1 AMAZON
52.93.91.105/32,AWS - us-east-1 AMAZON
52.93.178.137/32,AWS - us-west-1 AMAZON
52.94.198.144/28,AWS - eu-west-2 AMAZON
52.94.208.0/21,AWS - us-west-2 AMAZON
52.95.227.0/24,AWS - eu-north-1 AMAZON
54.68.0.0/14,AWS - us-west-2 AMAZON
54.93.0.0/16,AWS - eu-central-1 AMAZON
56.55.0.0/16,AWS - eu-west-1 AMAZON
56.112.0.0/16,AWS - ca-west-1 AMAZON
70.132.0.0/18,AWS - GLOBAL AMAZON
150.222.152.99/32,AWS - eu-central-1 AMAZON
150.222.234.26/31,AWS - us-west-1 AMAZON
192.43.184.0/24,AWS - us-east-2 AMAZON
13.50.0.0/16,AWS - eu-north-1 AMAZON
15.190.96.0/20,AWS - mx-central-1 AMAZON
15.230.63.2/31,AWS - sa-east-1 AMAZON
15.251.0.12/32,AWS - us-west-1 AMAZON
35.96.128.0/20,AWS - ap-southeast-2 AMAZON
45.113.128.0/22,AWS - GLOBAL AMAZON
52.44.0.0/15,AWS - us-east-1 AMAZON
52.76.128.0/17,AWS - ap-southeast-1 AMAZON
52.93.55.144/31,AWS - us-west-1 AMAZON
52.93.199.101/32,AWS - us-east-2 AMAZON
52.219.32.0/21,AWS - ap-southeast-1 AMAZON
54.95.0.0/16,AWS - ap-northeast-1 AMAZON
54.212.0.0/15,AWS - us-west-2 AMAZON
99.87.4.0/22,AWS - ap-south-2 AMAZON
150.222.24.70/32,AWS - us-east-1 AMAZON
150.222.69.0/24,AWS - sa-east-1 AMAZON
150.222.234.84/31,AWS - us-west-1 AMAZON
150.222.252.246/31,AWS - us-west-1 AMAZON
184.32.0.0/12,AWS - us-west-2 AMAZON
3.2.49.0/24,AWS - sa-east-1 AMAZON
3.5.228.0/22,AWS - af-south-1 AMAZON
15.158.0.0/16,AWS - GLOBAL AMAZON
15.181.176.0/20,AWS - us-east-1 AMAZON
15.190.8.0/22,AWS - ca-west-1 AMAZON
15.220.202.0/23,AWS - us-west-2 AMAZON
15.230.4.17/32,AWS - ap-southeast-3 AMAZON
15.230.149.8/31,AWS - ap-southeast-2 AMAZON
35.50.129.0/24,AWS - us-west-2 AMAZON
52.93.8.0/22,AWS - ap-southeast-1 AMAZON
52.93.53.4/32,AWS - us-west-1 AMAZON
52.93.91.111/32,AWS - us-east-1 AMAZON
52.93.123.255/32,AWS - us-east-1 AMAZON
52.93.124.213/32,AWS - eu-west-3 AMAZON
52.94.152.65/32,AWS - us-east-2 AMAZON
52.219.20.0/24,AWS - ap-northeast-1 AMAZON
75.3.128.0/18,AWS - us-east-2 AMAZON
96.0.0.0/21,AWS - ap-southeast-2 AMAZON
111.13.171.192/26,AWS - GLOBAL AMAZON
150.222.50.224/27,AWS - sa-east-1 AMAZON
151.148.37.0/24,AWS - ap-northeast-1 AMAZON
3.124.0.0/14,AWS - eu-central-1 AMAZON
13.144.0.0/16,AWS - ap-southeast-1 AMAZON
15.181.48.0/20,AWS - us-east-1 AMAZON
15.230.4.19/32,AWS - ap-southeast-1 AMAZON
51.0.128.0/21,AWS - eusc-de-east-1 AMAZON
52.82.176.0/22,AWS - cn-northwest-1 AMAZON
52.144.194.192/26,AWS - us-west-1 AMAZON
54.183.0.0/16,AWS - us-west-1 AMAZON
54.240.236.33/32,AWS - eu-south-1 AMAZON
54.240.236.49/32,AWS - eu-south-1 AMAZON
99.83.120.0/22,AWS - ap-southeast-2 AMAZON
104.255.56.18/32,AWS - us-east-1 AMAZON
150.222.33.0/24,AWS - us-east-1 AMAZON
150.222.123.0/24,AWS - ap-south-1 AMAZON
3.24.0.0/14,AWS - ap-southeast-2 AMAZON
15.197.18.0/23,AWS - GLOBAL AMAZON
15.230.107.0/32,AWS - ap-southeast-2 AMAZON
15.230.219.0/24,AWS - me-central-1 AMAZON
52.93.33.10/32,AWS - ap-southeast-2 AMAZON
52.93.84.164/32,AWS - us-east-1 AMAZON
52.93.133.133/32,AWS - eu-south-1 AMAZON
52.94.152.190/32,AWS - us-gov-west-1 AMAZON
52.95.34.0/24,AWS - ap-northeast-1 AMAZON
52.144.225.0/26,AWS - ap-east-1 AMAZON
54.240.236.10/32,AWS - eu-south-1 AMAZON
96.0.131.0/24,AWS - us-east-1 AMAZON
104.255.59.130/32,AWS - ap-southeast-4 AMAZON
150.222.13.0/24,AWS - eu-west-1 AMAZON
150.222.144.69/32,AWS - eu-central-1 AMAZON
151.148.41.0/24,AWS - eu-west-2 AMAZON
192.157.36.0/24,AWS - us-east-1 AMAZON
205.251.247.0/24,AWS - us-east-1 AMAZON
3.4.15.112/29,AWS - us-east-1 AMAZON
13.249.0.0/16,AWS - GLOBAL AMAZON
15.190.4.0/22,AWS - ap-southeast-5 AMAZON
15.193.6.0/24,AWS - us-east-1 AMAZON
15.230.15.112/31,AWS - eu-central-1 AMAZON
15.230.39.212/31,AWS - us-east-2 AMAZON
15.230.65.0/26,AWS - eu-central-1 AMAZON
15.230.187.0/24,AWS - eu-south-1 AMAZON
35.50.210.0/24,AWS - me-south-1 AMAZON
35.71.113.0/24,AWS - eu-south-1 AMAZON
52.93.127.182/32,AWS - us-east-1 AMAZON
52.93.152.160/32,AWS - eu-west-2 AMAZON
52.94.152.177/32,AWS - ap-southeast-2 AMAZON
64.252.103.0/24,AWS - ap-southeast-1 AMAZON
150.222.234.132/31,AWS - us-west-1 AMAZON
13.62.0.0/15,AWS - eu-north-1 AMAZON
15.177.86.0/24,AWS - ap-east-1 AMAZON
15.221.8.0/21,AWS - ap-southeast-1 AMAZON
15.221.49.0/24,AWS - us-west-1 AMAZON
15.230.76.128/26,AWS - eu-south-1 AMAZON
15.230.91.0/24,AWS - ca-central-1 AMAZON
15.230.208.0/24,AWS - us-east-1 AMAZON
16.52.0.0/16,AWS - ca-central-1 AMAZON
18.144.0.0/15,AWS - us-west-1 AMAZON
18.238.0.0/15,AWS - GLOBAL AMAZON
18.244.0.0/15,AWS - GLOBAL AMAZON
35.96.96.0/20,AWS - eu-central-1 AMAZON
52.90.0.0/15,AWS - us-east-1 AMAZON
52.93.84.165/32,AWS - us-east-1 AMAZON
52.93.91.114/32,AWS - us-east-1 AMAZON
52.93.123.6/32,AWS - eu-west-3 AMAZON
52.93.127.105/32,AWS - cn-northwest-1 AMAZON
52.93.178.213/32,AWS - us-west-1 AMAZON
52.94.144.0/23,AWS - us-west-1 AMAZON
52.95.157.0/24,AWS - ap-northeast-3 AMAZON
52.144.208.192/26,AWS - eu-west-1 AMAZON
108.175.52.0/22,AWS - us-gov-east-1 AMAZON
136.18.18.0/24,AWS - eu-central-1 AMAZON
139.56.20.0/23,AWS - us-east-1 AMAZON
151.148.16.3/32,AWS - us-west-1 AMAZON
15.220.64.0/20,AWS - eu-central-1 AMAZON
15.220.176.0/21,AWS - us-east-1 AMAZON
15.230.4.166/31,AWS - ap-southeast-3 AMAZON
15.230.173.0/24,AWS - eu-west-2 AMAZON
15.230.190.128/25,AWS - eu-west-2 AMAZON
15.251.0.0/32,AWS - us-west-1 AMAZON
16.107.0.0/16,AWS - ap-east-1 AMAZON
52.0.0.0/15,AWS - us-east-1 AMAZON
52.82.184.0/23,AWS - cn-northwest-1 AMAZON
52.93.193.198/32,AWS - ca-central-1 AMAZON
52.93.199.92/32,AWS - us-east-2 AMAZON
52.93.246.221/32,AWS - us-west-2 AMAZON
52.93.250.0/23,AWS - ap-northeast-1 AMAZON
52.95.176.0/24,AWS - af-south-1 AMAZON
52.95.253.0/24,AWS - eu-west-2 AMAZON
54.239.120.0/21,AWS - ap-northeast-2 AMAZON
104.255.57.100/32,AWS - mx-central-1 AMAZON
104.255.59.214/32,AWS - ap-east-2 AMAZON
108.166.244.24/32,AWS - us-east-2 AMAZON
140.179.0.0/16,AWS - cn-north-1 AMAZON
205.251.208.0/20,AWS - GLOBAL AMAZON
208.110.48.0/20,AWS - us-east-1 AMAZON
3.33.35.0/24,AWS - eu-central-1 AMAZON
15.216.0.0/16,AWS - eu-south-2 AMAZON
15.230.15.138/31,AWS - eu-central-1 AMAZON
15.230.254.4/32,AWS - us-east-1 AMAZON
52.93.228.162/32,AWS - eu-west-2 AMAZON
52.93.255.0/24,AWS - eu-west-2 AMAZON
52.95.255.128/28,AWS - eu-central-1 AMAZON
52.208.0.0/13,AWS - eu-west-1 AMAZON
54.239.0.208/28,AWS - ap-south-1 AMAZON
99.77.0.0/20,AWS - me-central-1 AMAZON
99.77.234.0/24,AWS - sa-east-1 AMAZON
103.246.150.0/23,AWS - ap-northeast-1 AMAZON
150.222.10.0/24,AWS - eu-central-1 AMAZON
150.222.52.96/27,AWS - ca-west-1 AMAZON
150.222.234.14/31,AWS - us-west-1 AMAZON
150.222.234.126/31,AWS - us-west-1 AMAZON
151.148.36.0/24,AWS - us-east-1 AMAZON
3.3.28.0/22,AWS - us-east-2 AMAZON
13.248.120.0/24,AWS - eu-west-2 AMAZON
15.177.95.0/24,AWS - ap-southeast-5 AMAZON
15.230.9.45/32,AWS - eu-west-2 AMAZON
15.230.15.142/31,AWS - eu-central-1 AMAZON
15.230.39.170/31,AWS - us-east-2 AMAZON
15.230.76.64/26,AWS - eu-south-1 AMAZON
16.62.0.0/15,AWS - eu-central-2 AMAZON
16.196.0.0/16,AWS - eu-north-1 AMAZON
18.96.16.0/20,AWS - ap-northeast-3 AMAZON
18.97.96.0/20,AWS - mx-central-1 AMAZON
52.54.0.0/15,AWS - us-east-1 AMAZON
52.93.3.0/24,AWS - us-east-1 AMAZON
52.93.55.158/31,AWS - us-west-1 AMAZON
52.93.153.179/32,AWS - eu-west-2 AMAZON
52.93.238.128/25,AWS - us-east-1 AMAZON
52.95.230.0/24,AWS - us-west-2 AMAZON
54.222.80.0/21,AWS - cn-north-1 AMAZON
54.240.225.0/24,AWS - ap-northeast-1 AMAZON
54.240.236.85/32,AWS - eu-south-1 AMAZON
83.119.128.0/18,AWS - eu-central-1 AMAZON
99.78.212.0/22,AWS - ap-southeast-2 AMAZON
104.255.59.138/32,AWS - ap-southeast-3 AMAZON
150.222.106.0/24,AWS - us-west-1 AMAZON
150.222.144.71/32,AWS - eu-central-1 AMAZON
3.4.12.38/32,AWS - us-west-1 AMAZON
3.5.48.0/22,AWS - me-central-1 AMAZON
13.248.73.0/24,AWS - ca-west-1 AMAZON
15.220.152.0/21,AWS - eu-central-1 AMAZON
15.230.77.64/26,AWS - ap-northeast-1 AMAZON
15.230.165.0/24,AWS - eu-west-2 AMAZON
